branch_code,city,gender,product_category,unit_price,quantity,total_price,gst,payment_method,rating,date,time,day
,Surat,Male,Pet Supplies,877.21,1.0,877.21,157.9,Cash,1.8,,,Tuesday
MEE_24,Meerut,Female,Bakery,833.23,8.0,6665.84,1199.85,PhonePe,4.9,2024-12-31,07:37:29,Tuesday
VAS_27,Vasai,Male,Dairy Products,434.6,4.0,1738.4,312.91,Paytm,4.2,2023-11-17,00:16:09,Friday
MAD_42,Madurai,,Pet Supplies,420.09,5.0,2100.45,378.08,Paytm,1.7,2024-11-01,19:48:23,Friday
AHM_06,Ahmedabad,Female,Personal Care,974.54,7.0,6821.78,1227.92,Amazon Pay,1.0,2025-07-18,22:49:44,Friday
FAR_23,Faridabad,Male,Personal Care,188.59,3.0,565.77,,Paytm,1.5,2025-02-23,15:31:54,Sunday
HOW_36,Howrah,Female,Snacks,231.16,4.0,924.64,166.44,Credit Card,4.2,2024-10-23,23:44:41,Wednesday
GWA_39,Gwalior,Female,Sports Equipment,450.99,8.0,3607.92,649.43,,3.3,2025-04-23,,Wednesday
LUD_20,Ludhiana,Female,Snacks,466.48,7.0,3265.36,587.76,Cash,2.7,2025-01-17,22:45:07,Friday
AHM_06,Ahmedabad,Female,Pet Supplies,114.45,3.0,343.35,61.8,Mobikwik,3.7,2024-11-25,21:52:22,
ALL_34,Allahabad,Female,,874.95,9.0,7874.55,1417.42,Mobikwik,2.0,2023-08-04,04:37:05,Friday
GHA_19,Ghaziabad,Male,Household Items,730.89,6.0,4385.34,789.36,Cash,4.4,2023-11-29,03:52:04,Wednesday
SUR_09,Surat,Male,Electronics,820.37,6.0,4922.22,886.0,Cash,2.7,2023-10-17,22:07:30,Tuesday
MEE_24,Meerut,Male,Electronics,405.55,8.0,3244.4,583.99,Mobikwik,2.2,2024-12-27,14:54:53,Friday
IND_13,Indore,Female,Household Items,24.17,10.0,241.7,43.51,Cash,2.0,2025-02-10,04:36:03,Monday
KOL_02,Kolkata,Female,Fruits & Vegetables,641.22,4.0,2564.88,461.68,Google Pay,1.5,2023-10-12,07:28:31,Thursday
JAB_38,Jabalpur,,Dairy Products,850.04,10.0,8500.4,1530.07,Credit Card,3.0,2024-04-20,02:37:42,Saturday
IND_13,Indore,Male,Sports Equipment,507.19,10.0,,912.94,Cash,2.0,2025-02-22,23:59:53,Saturday
BHO_15,Bhopal,Female,Sports Equipment,626.6,,3133.0,563.94,Mobikwik,3.3,2025-06-14,14:47:06,Saturday
MUM_01,Mumbai,Female,Electronics,644.58,10.0,6445.8,1160.24,PhonePe,3.1,2023-10-02,14:23:19,Monday
CHA_45,Chandigarh,Female,Baby Products,713.63,8.0,5709.04,1027.63,Debit Card,4.7,2025-02-09,07:11:16,Sunday
NOI_40,Noida,Male,Home Decor,541.69,10.0,5416.9,975.04,,1.5,2025-03-25,08:57:13,Tuesday
THA_14,Thane,Female,Pet Supplies,487.41,8.0,3899.28,701.87,Credit Card,1.1,2024-04-05,02:27:35,Friday
MAD_42,Madurai,Male,Health & Wellness,633.92,7.0,4437.44,798.74,Cash,,,15:17:13,Thursday
DHA_31,Dhanbad,Female,Pet Supplies,787.56,9.0,7088.04,1275.85,PhonePe,1.2,2024-06-13,14:44:36,Thursday
HOW_36,Howrah,Male,Dairy Products,421.12,3.0,1263.36,227.4,Credit Card,3.4,2024-10-05,01:54:16,Saturday
MAD_42,Madurai,Male,Stationery,928.52,3.0,2785.56,501.4,Mobikwik,1.1,2025-01-18,02:41:12,Saturday
VIS_16,Visakhapatnam,Male,Frozen Foods,390.75,3.0,1172.25,211.0,Google Pay,,2025-01-15,,Wednesday
SUR_09,Surat,,Pet Supplies,545.6,6.0,3273.6,589.25,Google Pay,4.4,2024-03-20,22:22:46,Wednesday
CHE_03,Chennai,Female,Health & Wellness,377.54,6.0,2265.24,407.74,Credit Card,3.5,2024-11-26,05:57:41,Tuesday
FAR_23,Faridabad,Female,Personal Care,244.01,3.0,,131.77,Google Pay,3.1,2025-05-30,14:05:05,Friday
LUC_10,Lucknow,Female,Pet Supplies,784.16,5.0,3920.8,705.74,,4.7,2023-08-25,07:34:07,Friday
AHM_06,Ahmedabad,Male,Snacks,945.39,8.0,7563.12,1361.36,Mobikwik,1.1,,,Thursday
NAS_22,Nashik,Female,Health & Wellness,369.8,3.0,1109.4,199.69,Google Pay,,2024-10-30,06:20:27,Wednesday
AMR_32,Amritsar,Male,,987.6,7.0,6913.2,1244.38,,2.6,2024-08-15,15:02:19,Thursday
AHM_06,Ahmedabad,Female,Home Decor,989.32,9.0,8903.88,1602.7,Mobikwik,4.6,2024-09-18,,Wednesday
KAL_26,Kalyan,Female,,91.55,4.0,366.2,65.92,Amazon Pay,4.0,2023-08-18,09:39:42,Friday
PUN_07,Pune,,Electronics,127.42,1.0,127.42,22.94,Debit Card,,2024-08-13,04:24:58,Tuesday
NAV_33,Navi Mumbai,Male,Fruits & Vegetables,34.71,1.0,34.71,6.25,Debit Card,1.0,2024-04-25,10:43:10,Thursday
AGR_21,Agra,Male,Health & Wellness,440.19,4.0,1760.76,,PhonePe,3.1,2024-10-28,10:15:23,Monday
KOL_02,Kolkata,Female,Household Items,434.11,4.0,1736.44,312.56,Mobikwik,3.8,2024-01-16,21:21:52,Tuesday
AGR_21,,Male,,293.17,7.0,2052.19,369.39,Credit Card,4.2,2024-12-26,,Thursday
JAI_08,Jaipur,Female,Pet Supplies,573.13,3.0,1719.39,309.49,Credit Card,,2025-02-15,07:46:23,Saturday
BHO_15,Bhopal,Male,,380.68,5.0,1903.4,342.61,Amazon Pay,2.4,2025-03-31,15:04:17,Monday
SUR_09,Surat,Male,Clothing,320.18,8.0,2561.44,461.06,PhonePe,4.0,2024-03-12,08:18:06,Tuesday
FAR_23,Faridabad,Female,Clothing,271.67,,2716.7,489.01,Credit Card,2.0,2025-05-12,09:18:03,Monday
NAV_33,Navi Mumbai,,Fruits & Vegetables,576.3,5.0,2881.5,518.67,Cash,4.4,2023-12-07,17:23:38,Thursday
THA_14,Thane,Male,Personal Care,848.89,9.0,7640.01,1375.2,Debit Card,5.0,2024-08-29,15:56:19,Thursday
SRI_29,Srinagar,Female,Frozen Foods,972.51,10.0,9725.1,1750.52,Paytm,4.7,2024-03-01,08:25:54,Friday
CHA_45,Chandigarh,Male,Electronics,186.74,8.0,1493.92,268.91,Amazon Pay,3.7,,11:57:09,Wednesday
CHA_45,Chandigarh,Male,Frozen Foods,427.44,9.0,3846.96,692.45,Paytm,4.7,,23:36:51,Wednesday
NAV_33,Navi Mumbai,Female,Frozen Foods,907.7,1.0,907.7,163.39,,3.8,2024-09-19,23:51:32,Thursday
LUD_20,Ludhiana,Male,Household Items,212.3,2.0,424.6,76.43,Mobikwik,3.8,2023-09-16,01:01:27,Saturday
SOL_46,Solapur,Male,Household Items,577.09,4.0,2308.36,415.5,Paytm,5.0,2025-05-15,00:49:11,Thursday
,Noida,Male,Health & Wellness,621.13,7.0,4347.91,782.62,Debit Card,3.5,,21:24:50,Sunday
VAS_27,Vasai,Female,Sports Equipment,444.33,2.0,888.66,159.96,Debit Card,1.2,2024-11-05,14:11:38,Tuesday
JAB_38,Jabalpur,Female,Bakery,384.93,10.0,3849.3,692.87,PhonePe,1.3,2025-07-04,21:36:38,Friday
CHA_45,,Female,Home Decor,853.87,7.0,5977.09,1075.88,PhonePe,1.6,,00:01:36,Saturday
BAN_04,Bangalore,,Stationery,610.0,4.0,2440.0,439.2,Credit Card,1.1,2025-02-15,19:15:49,
JAI_08,Jaipur,Male,Home Decor,330.0,9.0,2970.0,534.6,Mobikwik,,2024-09-16,02:40:40,Monday
SOL_46,Solapur,Female,Stationery,370.44,4.0,1481.76,266.72,Credit Card,4.3,2023-11-09,16:05:30,Thursday
DHA_31,Dhanbad,Female,,791.16,7.0,5538.12,996.86,Amazon Pay,2.4,2025-04-04,20:03:59,Friday
PAT_17,Patna,Male,Electronics,224.65,9.0,2021.85,363.93,Debit Card,5.0,2023-11-21,05:42:32,Tuesday
AMR_32,Amritsar,Female,Fruits & Vegetables,768.99,1.0,768.99,138.42,,1.2,2025-01-16,09:17:06,Thursday
MUM_01,Mumbai,Female,Clothing,156.92,1.0,156.92,28.25,Paytm,2.9,2024-12-29,10:50:02,Sunday
FAR_23,,Female,Pet Supplies,178.51,5.0,892.55,160.66,PhonePe,2.1,2023-12-03,05:48:45,Sunday
MEE_24,Meerut,Male,Beverages,484.99,,2909.94,523.79,Credit Card,1.4,2024-07-10,16:14:06,Wednesday
MEE_24,Meerut,,Clothing,814.38,6.0,4886.28,879.53,Paytm,2.8,2024-12-30,05:57:57,Monday
AGR_21,Agra,Female,Electronics,193.0,2.0,386.0,69.48,Credit Card,3.8,2023-12-09,02:50:34,
AHM_06,Ahmedabad,Female,Beverages,9008.64,70.0,3753.6,675.65,PhonePe,4.6,2023-09-29,02:44:30,Friday
BHO_15,Bhopal,Male,Dairy Products,,2.0,1203.82,216.69,Cash,2.7,2023-11-24,03:34:50,Friday
NAG_12,Nagpur,Female,Baby Products,699.75,6.0,4198.5,755.73,Google Pay,2.6,2024-04-01,00:25:02,Monday
NAS_22,Nashik,Female,Household Items,969.61,10.0,9696.1,1745.3,Paytm,2.4,2025-03-17,14:56:50,Monday
SRI_29,Srinagar,Female,Bakery,205.72,1.0,,37.03,Mobikwik,1.7,2023-09-04,09:20:45,Monday
AUR_30,Aurangabad,Male,Personal Care,751.57,8.0,6012.56,1082.26,PhonePe,3.8,2025-05-31,10:16:31,Saturday
NAV_33,Navi Mumbai,Female,Health & Wellness,924.15,7.0,6469.05,1164.43,Paytm,2.0,2024-12-20,07:06:34,Friday
LUD_20,Ludhiana,Male,Pet Supplies,567.41,7.0,3971.87,714.94,Credit Card,1.6,2024-07-03,12:56:16,Wednesday
MEE_24,Meerut,Female,,873.34,4.0,3493.36,628.8,Mobikwik,3.5,2024-03-11,23:05:13,Monday
MAD_42,Madurai,,Snacks,480.66,4.0,1922.64,346.08,Google Pay,3.9,2024-06-20,08:59:20,Thursday
RAJ_25,Rajkot,Male,Stationery,662.82,2.0,1325.64,238.62,Cash,4.2,2023-08-21,22:07:27,Monday
MUM_01,Mumbai,Female,Baby Products,437.75,2.0,875.5,157.59,Mobikwik,,2024-02-25,17:04:02,Sunday
FAR_23,Faridabad,Female,Personal Care,503.64,10.0,5036.4,906.55,Paytm,4.8,2025-01-16,11:55:00,Thursday
LUC_10,Lucknow,,Clothing,374.56,,1123.68,202.26,Amazon Pay,3.9,,11:21:46,Tuesday
LUC_10,Lucknow,Male,Personal Care,217.39,9.0,1956.51,352.17,Paytm,1.2,2025-05-01,03:38:02,Thursday
SUR_09,Surat,Female,,87.33,10.0,873.3,157.19,,3.8,2023-11-16,11:30:43,Thursday
PUN_07,Pune,Male,Beverages,356.57,8.0,2852.56,,Cash,4.6,2024-09-23,02:00:45,Monday
KOL_02,Kolkata,,Bakery,86.28,9.0,776.52,139.77,Mobikwik,3.8,2024-02-23,08:45:15,Friday
AMR_32,Amritsar,Male,Baby Products,94.89,6.0,569.34,102.48,Amazon Pay,5.0,2024-09-11,04:38:36,Wednesday
KOL_02,Kolkata,Female,Electronics,734.87,7.0,5144.09,925.94,Paytm,,2024-06-01,06:27:21,Saturday
DHA_31,Dhanbad,Male,Fruits & Vegetables,916.05,10.0,,1648.89,Mobikwik,4.1,2025-04-21,02:23:17,Monday
KAL_26,Kalyan,Male,Bakery,503.89,2.0,1007.78,181.4,Paytm,1.8,2024-10-05,01:32:41,Saturday
DHA_31,Dhanbad,Male,Bakery,689.94,7.0,4829.58,869.32,Cash,1.6,2024-12-31,08:23:00,Tuesday
JAB_38,Jabalpur,Female,Electronics,341.19,5.0,1705.95,307.07,Paytm,1.7,2023-07-31,10:03:40,Monday
JOD_41,Jodhpur,,Sports Equipment,406.15,1.0,,73.11,Mobikwik,2.6,2025-03-26,08:32:00,Wednesday
HYD_05,Hyderabad,Female,Pet Supplies,526.63,,1053.26,189.59,PhonePe,4.4,2023-08-04,20:50:46,
NAS_22,Nashik,Male,Frozen Foods,985.49,7.0,6898.43,1241.72,Paytm,3.8,2024-02-02,18:40:04,Friday
THA_14,Thane,Male,Snacks,456.14,,2736.84,492.63,Paytm,2.3,2025-05-19,,
SOL_46,Solapur,Male,Sports Equipment,,6.0,2003.1,360.56,PhonePe,,2023-12-15,00:23:12,Friday
MEE_24,Meerut,Male,Beverages,36.13,3.0,108.39,19.51,,3.0,2024-01-21,20:35:32,Sunday
VIS_16,Visakhapatnam,Male,Clothing,419.48,8.0,3355.84,604.05,Paytm,2.7,2025-04-24,05:17:18,Thursday
ALL_34,Allahabad,,Fruits & Vegetables,,2.0,826.32,148.74,Amazon Pay,2.2,,08:18:48,Wednesday
HYD_05,Hyderabad,Female,Pet Supplies,810.62,8.0,6484.96,1167.29,Mobikwik,3.3,2024-05-12,,Sunday
VIS_16,Visakhapatnam,Male,Personal Care,745.24,1.0,745.24,,PhonePe,1.8,2024-03-29,,Friday
MUM_01,Mumbai,Male,Baby Products,320.81,10.0,3208.1,577.46,Debit Card,4.7,2024-03-21,22:56:19,Thursday
DEL_00,Delhi,Female,Sports Equipment,,7.0,4225.76,760.64,Mobikwik,1.8,2024-04-13,12:09:11,Saturday
JAI_08,Jaipur,Male,Personal Care,252.18,6.0,1513.08,272.35,PhonePe,4.7,2025-03-22,22:19:30,Saturday
DHA_31,Dhanbad,Male,Sports Equipment,933.74,9.0,8403.66,1512.66,Google Pay,4.8,2023-08-19,20:19:05,Saturday
HUB_47,Hubli–Dharwad,Male,Pet Supplies,879.12,3.0,2637.36,474.72,Amazon Pay,4.5,2023-10-31,,Tuesday
NAV_33,Navi Mumbai,Male,Household Items,75.91,3.0,,40.99,Mobikwik,1.5,,02:57:06,Saturday
BAN_04,Bangalore,Male,Bakery,434.7,2.0,869.4,156.49,Amazon Pay,2.7,2024-10-21,15:57:13,Monday
MUM_01,Mumbai,Female,Beverages,896.7,3.0,2690.1,484.22,Mobikwik,1.3,2025-05-29,17:30:34,Thursday
VAD_18,Vadodara,Male,Dairy Products,305.61,1.0,305.61,55.01,Paytm,1.5,2024-04-17,16:18:06,Wednesday
MEE_24,,Male,Sports Equipment,520.78,6.0,3124.68,,Paytm,2.4,2024-08-27,12:46:17,Tuesday
AMR_32,Amritsar,Male,Home Decor,948.1,5.0,4740.5,853.29,Google Pay,2.6,2024-03-20,23:13:13,Wednesday
HUB_47,Hubli–Dharwad,,Personal Care,164.33,,657.32,118.32,Mobikwik,2.7,2025-01-20,04:07:27,Monday
,Gwalior,Male,Home Decor,155.07,7.0,1085.49,195.39,,2.7,2025-01-30,19:09:56,Thursday
MUM_01,Mumbai,Female,Dairy Products,118.76,6.0,712.56,128.26,Mobikwik,,2025-03-21,12:54:22,Friday
LUC_10,Lucknow,Male,Electronics,100.52,3.0,301.56,54.28,Paytm,3.9,2024-12-15,17:51:27,Sunday
VAR_28,Varanasi,Female,Sports Equipment,217.75,6.0,1306.5,,Cash,2.3,2024-07-31,22:53:29,Wednesday
AUR_30,Aurangabad,Male,Pet Supplies,,5.0,3474.4,625.39,Cash,2.6,2023-12-08,12:20:26,Friday
LUD_20,Ludhiana,Male,Beverages,611.92,6.0,3671.52,660.87,Mobikwik,2.8,2023-12-20,06:02:49,Wednesday
GWA_39,Gwalior,Male,Pet Supplies,868.73,6.0,5212.38,938.23,Credit Card,4.1,2024-04-01,15:19:20,
PAT_17,Patna,Female,Electronics,358.96,5.0,1794.8,323.06,Mobikwik,3.0,,02:45:33,Sunday
NAV_33,Navi Mumbai,Male,Stationery,839.16,3.0,2517.48,453.15,Amazon Pay,2.7,2024-08-29,14:00:08,Thursday
NOI_40,Noida,Female,Pet Supplies,242.23,10.0,2422.3,436.01,Google Pay,3.5,2024-04-13,21:04:00,Saturday
PAT_17,,Female,Health & Wellness,89.92,,899.2,161.86,,4.3,2025-05-10,,Saturday
KAN_11,Kanpur,Male,Electronics,,9.0,1729.08,311.23,Paytm,3.6,2024-12-26,10:18:32,Thursday
,Navi Mumbai,Female,Frozen Foods,162.88,2.0,325.76,58.64,Credit Card,2.0,2023-09-17,22:48:40,Sunday
CHE_03,Chennai,Male,Bakery,,8.0,5618.72,1011.37,Cash,4.8,2025-04-26,09:57:03,Saturday
JOD_41,Jodhpur,Male,Sports Equipment,338.87,8.0,2710.96,487.97,Paytm,1.3,2023-07-22,09:08:54,Saturday
KAL_26,Kalyan,Male,Health & Wellness,803.52,8.0,6428.16,1157.07,Paytm,2.8,2025-02-15,17:04:25,Saturday
AGR_21,Agra,Male,Personal Care,706.55,4.0,2826.2,508.72,,1.8,2023-09-24,14:30:15,
DEL_00,Delhi,Female,Frozen Foods,290.82,6.0,1744.92,314.09,Cash,4.0,2023-12-04,21:05:18,Monday
CHA_45,Chandigarh,Female,Home Decor,855.64,9.0,7700.76,1386.14,,1.6,2024-01-10,05:45:59,Wednesday
NAG_12,Nagpur,Male,Pet Supplies,116.83,1.0,116.83,,Mobikwik,2.9,2025-03-05,20:21:28,Wednesday
AUR_30,Aurangabad,Male,Electronics,281.15,8.0,2249.2,404.86,,5.0,2024-06-26,14:20:29,Wednesday
COI_37,Coimbatore,Female,Baby Products,993.13,8.0,7945.04,1430.11,Google Pay,1.7,2024-03-29,20:42:33,Friday
VAR_28,,Male,Pet Supplies,108.05,3.0,324.15,58.35,PhonePe,,2023-12-30,08:43:34,Saturday
VIS_16,Visakhapatnam,Female,Snacks,389.96,9.0,3509.64,631.74,,4.5,2025-06-18,05:54:00,Wednesday
MUM_01,Mumbai,Female,Home Decor,357.77,8.0,2862.16,515.19,Amazon Pay,1.3,2025-05-24,21:09:50,Saturday
LUC_10,Lucknow,Male,Electronics,631.7,,3790.2,682.24,Mobikwik,4.1,2024-01-20,20:11:25,Saturday
DHA_31,Dhanbad,Male,Dairy Products,700.26,3.0,2100.78,378.14,Cash,1.1,2024-05-16,09:10:21,Thursday
PUN_07,Pune,Female,Dairy Products,745.17,2.0,1490.34,268.26,PhonePe,2.7,2024-06-11,11:02:20,Tuesday
BHO_15,Bhopal,Female,Frozen Foods,465.07,,2790.42,502.28,Credit Card,,2024-12-15,21:51:43,Sunday
,Hubli–Dharwad,Male,Pet Supplies,880.28,1.0,880.28,158.45,Google Pay,1.9,2024-11-13,00:03:10,Wednesday
SOL_46,Solapur,Female,Personal Care,340.8,5.0,1704.0,306.72,Mobikwik,2.4,2023-08-26,15:12:14,
MUM_01,Mumbai,Female,Dairy Products,821.82,5.0,4109.1,739.64,Credit Card,1.1,2024-06-27,08:38:04,Thursday
NOI_40,Noida,Male,Baby Products,789.5,6.0,4737.0,852.66,Amazon Pay,1.4,2023-12-04,02:41:01,Monday
GWA_39,Gwalior,Male,Household Items,975.17,5.0,4875.85,877.65,Debit Card,4.8,2025-01-04,11:50:40,Saturday
KAL_26,Kalyan,Female,Beverages,,42.0,1619.79,291.56,Amazon Pay,,2024-08-17,15:45:33,Saturday
KAN_11,Kanpur,Female,Dairy Products,948.38,7.0,6638.66,1194.96,Credit Card,3.5,2024-08-29,15:29:48,Thursday
JAB_38,Jabalpur,Male,Baby Products,149.23,9.0,1343.07,241.75,Cash,,2024-03-09,23:23:15,Saturday
IND_13,Indore,Male,Home Decor,134.98,6.0,809.88,145.78,Debit Card,2.3,2023-11-22,02:00:40,Wednesday
CHE_03,Chennai,Male,Electronics,54.97,10.0,549.7,98.95,Cash,2.8,2023-11-29,,Wednesday
JOD_41,Jodhpur,Male,Bakery,372.82,4.0,1491.28,268.43,Paytm,2.7,2023-09-02,17:27:23,Saturday
ALL_34,Allahabad,Male,Dairy Products,476.5,8.0,3812.0,686.16,Cash,2.0,2023-11-21,03:08:32,Tuesday
IND_13,Indore,Male,Electronics,484.98,7.0,3394.86,611.07,Credit Card,3.3,2025-05-27,08:40:16,Tuesday
COI_37,Coimbatore,Female,Beverages,797.82,10.0,7978.2,1436.08,Google Pay,1.0,2024-10-28,,Monday
THA_14,Thane,Female,Bakery,614.61,1.0,614.61,110.63,Credit Card,3.3,2023-11-13,00:24:16,Monday
AUR_30,Aurangabad,Male,Dairy Products,194.08,4.0,776.32,139.74,Google Pay,3.1,2023-09-10,17:31:34,Sunday
,Kanpur,Female,Electronics,498.56,2.0,997.12,179.48,Amazon Pay,2.4,2023-09-23,05:06:12,Saturday
AHM_06,Ahmedabad,Male,Clothing,458.83,3.0,1376.49,247.77,Cash,3.2,2025-04-27,10:26:13,Sunday
AUR_30,Aurangabad,Male,Sports Equipment,433.83,3.0,,234.27,Credit Card,4.5,2024-06-11,01:47:57,Tuesday
PUN_07,Pune,,Stationery,669.38,6.0,4016.28,722.93,PhonePe,4.3,,16:53:39,
LUD_20,Ludhiana,Female,,3159.12,98.0,1842.82,331.71,Paytm,3.2,2024-09-16,14:38:25,Monday
ALL_34,Allahabad,Male,Bakery,536.81,3.0,1610.43,289.88,Google Pay,3.8,2024-10-16,,Wednesday
RAI_43,Raipur,Female,Health & Wellness,443.87,6.0,2663.22,479.38,Google Pay,4.7,2023-09-03,01:56:40,Sunday
AHM_06,Ahmedabad,Female,Fruits & Vegetables,841.45,1.0,841.45,151.46,Credit Card,1.6,,00:06:38,Saturday
JAI_08,Jaipur,Female,Home Decor,491.21,4.0,1964.84,353.67,Debit Card,1.7,2025-06-25,,Wednesday
VAS_27,Vasai,Female,Household Items,904.98,2.0,1809.96,325.79,Amazon Pay,1.3,2025-07-17,22:55:55,Thursday
SOL_46,Solapur,Male,Clothing,782.46,6.0,4694.76,845.06,Google Pay,4.2,2023-11-10,09:44:57,Friday
CHE_03,Chennai,Female,Household Items,940.75,4.0,3763.0,677.34,Mobikwik,2.5,2023-07-29,,Saturday
KAL_26,Kalyan,Male,Beverages,170.39,10.0,1703.9,306.7,Amazon Pay,2.0,2025-05-08,23:40:39,Thursday
GWA_39,Gwalior,Female,Home Decor,952.78,9.0,8575.02,1543.5,Google Pay,1.3,2024-09-13,12:32:11,Friday
LUD_20,Ludhiana,Male,Fruits & Vegetables,703.17,1.0,703.17,126.57,Cash,4.9,2024-07-30,19:51:14,Tuesday
IND_13,Indore,Female,Dairy Products,83.35,8.0,666.8,120.02,Cash,2.0,2024-05-23,12:34:24,Thursday
RAJ_25,Rajkot,Male,Stationery,201.54,7.0,1410.78,253.94,Cash,2.6,2024-11-03,13:07:54,Sunday
COI_37,Coimbatore,Male,Electronics,403.96,9.0,3635.64,,Credit Card,2.2,2025-05-12,,Monday
VAS_27,Vasai,Male,Bakery,483.14,8.0,3865.12,695.72,Credit Card,1.5,,15:34:14,Tuesday
KOL_02,Kolkata,Male,Sports Equipment,72.35,4.0,289.4,52.09,Google Pay,4.3,2025-04-02,01:28:14,Wednesday
SUR_09,Surat,Male,Household Items,592.06,,3552.36,639.42,Amazon Pay,3.2,2025-07-14,15:19:40,Monday
GHA_19,Ghaziabad,,Home Decor,161.91,4.0,647.64,116.58,Cash,2.9,2024-02-03,07:12:50,Saturday
,Mumbai,Male,Frozen Foods,588.14,9.0,5293.26,952.79,PhonePe,4.7,2025-03-29,04:04:32,Saturday
VAS_27,Vasai,Male,Home Decor,135.9,10.0,1359.0,244.62,Mobikwik,2.8,2025-04-30,09:52:17,Wednesday
MEE_24,Meerut,Male,Snacks,478.76,8.0,,689.41,Amazon Pay,3.2,2023-10-28,19:01:06,Saturday
CHE_03,,Female,Household Items,4259.04,28.0,709.84,127.77,Debit Card,2.7,2024-01-18,,Thursday
KOL_02,Kolkata,Male,Clothing,442.44,5.0,2212.2,398.2,Credit Card,1.6,2024-03-22,09:49:12,Friday
KOL_02,Kolkata,Female,Beverages,819.42,6.0,4916.52,884.97,Google Pay,4.2,2023-10-04,17:24:31,Wednesday
GUW_44,Guwahati,Female,Snacks,932.72,5.0,4663.6,839.45,Paytm,4.0,2024-11-17,11:43:11,Sunday
PUN_07,Pune,Female,Clothing,298.5,9.0,2686.5,483.57,Google Pay,3.1,2023-09-08,20:02:49,Friday
NAV_33,Navi Mumbai,Female,,166.08,1.0,166.08,29.89,Mobikwik,2.7,2024-05-22,17:41:27,Wednesday
GUW_44,Guwahati,Female,Baby Products,72.24,4.0,288.96,52.01,Cash,,2023-09-01,17:14:37,Friday
MEE_24,Meerut,Male,Home Decor,550.85,5.0,2754.25,495.76,Cash,2.7,2023-12-11,00:30:25,Monday
LUD_20,Ludhiana,Female,Fruits & Vegetables,389.99,5.0,1949.95,350.99,Amazon Pay,4.3,2025-03-16,12:02:45,Sunday
SRI_29,Srinagar,Male,Clothing,880.08,3.0,2640.24,475.24,PhonePe,4.0,2024-10-02,06:54:43,Wednesday
VAR_28,Varanasi,Female,,58.05,1.0,58.05,10.45,Debit Card,,2025-02-15,10:12:34,Saturday
NAV_33,Navi Mumbai,Male,Household Items,763.3,9.0,,1236.55,Google Pay,5.0,2024-03-18,02:53:20,Monday
HOW_36,Howrah,Female,Snacks,202.95,5.0,1014.75,182.66,Mobikwik,3.1,2024-11-18,06:35:54,Monday
THA_14,Thane,Male,Health & Wellness,683.69,8.0,5469.52,984.51,Cash,4.7,2024-12-26,23:15:09,Thursday
VAD_18,Vadodara,Female,Fruits & Vegetables,443.43,5.0,2217.15,399.09,PhonePe,,,19:55:32,Saturday
MEE_24,Meerut,Female,Electronics,809.94,10.0,8099.4,1457.89,Mobikwik,2.6,2024-10-23,,Wednesday
NOI_40,Noida,Female,Personal Care,793.76,5.0,3968.8,,Credit Card,2.0,2024-08-26,16:17:46,
SRI_29,Srinagar,Male,Home Decor,173.74,6.0,1042.44,187.64,Paytm,2.9,2023-11-19,00:09:53,Sunday
,Jaipur,Male,Dairy Products,47.69,8.0,381.52,68.67,Google Pay,3.1,2024-11-10,04:48:27,Sunday
AMR_32,Amritsar,Female,Health & Wellness,424.97,10.0,4249.7,764.95,PhonePe,1.9,2024-12-26,11:12:14,Thursday
CHA_45,Chandigarh,Male,Home Decor,603.06,1.0,,108.55,Amazon Pay,3.8,2024-09-03,03:38:26,Tuesday
AGR_21,Agra,Female,Household Items,746.41,9.0,6717.69,1209.18,Paytm,3.2,2023-09-06,07:50:26,Wednesday
JAB_38,Jabalpur,Female,Personal Care,315.49,5.0,1577.45,283.94,Google Pay,2.8,2024-03-19,,Tuesday
COI_37,Coimbatore,,Electronics,495.41,1.0,495.41,89.17,Cash,4.2,2025-04-13,10:16:02,Sunday
VIS_16,Visakhapatnam,Female,Stationery,224.74,3.0,674.22,121.36,PhonePe,2.7,2024-05-23,17:27:45,Thursday
ALL_34,Allahabad,Female,Baby Products,528.31,2.0,1056.62,190.19,Mobikwik,1.7,2023-07-30,20:51:09,Sunday
,Rajkot,Female,Electronics,737.2,10.0,7372.0,1326.96,Amazon Pay,4.2,,21:59:51,Thursday
HOW_36,Howrah,Male,Dairy Products,926.45,3.0,2779.35,500.28,Credit Card,4.0,2025-01-21,17:25:13,Tuesday
KOL_02,Kolkata,Female,Bakery,338.0,3.0,1014.0,182.52,Mobikwik,1.3,2024-01-04,11:20:49,Thursday
BAN_04,Bangalore,,Fruits & Vegetables,545.77,,4366.16,785.91,Cash,3.5,2025-01-30,03:38:19,Thursday
NAS_22,Nashik,Female,Stationery,8706.599999999999,42.0,2176.65,,Paytm,4.6,2023-09-22,,Friday
IND_13,Indore,Female,Home Decor,,3.0,2425.83,436.65,PhonePe,3.5,2024-06-15,06:43:13,Saturday
AMR_32,Amritsar,Female,Fruits & Vegetables,,6.0,2172.96,391.13,Paytm,3.3,2025-05-05,23:41:01,Monday
HOW_36,Howrah,Male,Home Decor,704.7,2.0,1409.4,253.69,PhonePe,4.4,2025-04-06,06:57:16,Sunday
DEL_00,Delhi,Male,Household Items,599.64,9.0,,971.42,Mobikwik,3.3,2024-11-15,20:54:50,Friday
