Unnamed: 0,branch_code,city,gender,product_category,unit_price,quantity,total_price,gst,payment_method,rating,date,time,day
8703,AHM_06,Ahmedabad,Male,Health & Wellness,66.89,5.0,334.45,60.2,Paytm,2.0,2024-09-05,18:47:16,Thursday
8704,AHM_06,Ahmedabad,Female,,323.1,3.0,969.3,174.47,Debit Card,4.0,2024-10-29,22:57:14,
8705,,Jaipur,Female,Beverages,115.62,7.0,809.34,,Credit Card,4.3,2024-06-21,08:41:13,Friday
8706,,Noida,Male,Sports Equipment,598.27,5.0,2991.35,538.44,Amazon Pay,1.9,2025-06-06,04:17:29,Friday
8707,SUR_09,Surat,Male,Baby Products,81.85,1.0,81.85,14.73,PhonePe,1.6,2023-10-05,04:37:18,Thursday
8708,NAV_33,Navi Mumbai,Female,Electronics,926.73,2.0,1853.46,333.62,Debit Card,,,16:12:08,Saturday
8709,LUD_20,Ludhiana,Female,Personal Care,104.76,8.0,838.08,150.85,,3.0,2025-06-10,16:58:37,Tuesday
8710,KOL_02,Kolkata,Male,Baby Products,638.5,9.0,5746.5,1034.37,Credit Card,3.3,2025-04-24,15:45:29,Thursday
8711,HOW_36,Howrah,,Sports Equipment,647.04,4.0,2588.16,465.87,Credit Card,1.0,2023-07-25,12:02:24,Tuesday
8712,KAL_26,Kalyan,Female,Sports Equipment,,7.0,3686.9,663.64,Credit Card,1.4,2025-05-29,23:43:27,Thursday
8713,FAR_23,Faridabad,Female,Sports Equipment,128.83,5.0,644.15,115.95,Google Pay,3.0,2023-08-18,11:57:09,Friday
8714,HOW_36,Howrah,Female,Fruits & Vegetables,921.83,8.0,,1327.44,Debit Card,,2024-07-17,17:18:56,Wednesday
8715,,Nagpur,Male,Baby Products,248.57,7.0,1739.99,313.2,Credit Card,1.3,2024-12-19,18:06:38,Thursday
8716,PAT_17,Patna,Male,Dairy Products,919.31,3.0,2757.93,496.43,Mobikwik,2.5,,09:56:39,Thursday
8717,CHE_03,Chennai,Female,Electronics,421.89,1.0,421.89,75.94,PhonePe,2.6,2024-08-06,18:01:24,Tuesday
8718,VAD_18,Vadodara,Female,Clothing,368.9,7.0,2582.3,464.81,Paytm,3.9,2023-08-17,03:31:37,Thursday
8719,IND_13,Indore,Male,Health & Wellness,561.13,3.0,1683.39,303.01,Mobikwik,2.7,2023-09-18,05:26:30,Monday
8720,VAR_28,Varanasi,Male,Baby Products,,6.0,,45.87,Paytm,2.1,2023-11-25,10:19:41,Saturday
8721,VAS_27,Vasai,Male,,45.93,7.0,321.51,57.87,Cash,2.8,2025-03-27,04:25:29,Thursday
8722,BHO_15,Bhopal,Male,Fruits & Vegetables,992.09,5.0,4960.45,892.88,Mobikwik,3.2,2024-08-22,18:59:54,Thursday
8723,CHA_45,Chandigarh,Female,Health & Wellness,710.97,4.0,2843.88,511.9,PhonePe,1.4,2024-12-07,18:35:22,Saturday
8724,RAN_35,Ranchi,Female,Household Items,878.21,5.0,4391.05,790.39,PhonePe,2.3,2025-07-13,02:48:53,Sunday
8725,GWA_39,Gwalior,Female,Beverages,247.23,2.0,494.46,89.0,Amazon Pay,2.1,2024-07-26,00:45:30,Friday
8726,GHA_19,Ghaziabad,Male,Pet Supplies,591.13,5.0,2955.65,532.02,Debit Card,1.5,2024-10-26,07:33:12,Saturday
8727,COI_37,Coimbatore,Female,Fruits & Vegetables,5976.96,56.0,1992.32,358.62,PhonePe,2.9,2024-02-23,02:41:24,Friday
8728,MAD_42,Madurai,Male,Stationery,624.56,10.0,6245.6,1124.21,Google Pay,2.4,2025-02-15,20:26:49,Saturday
8729,PUN_07,Pune,Female,Dairy Products,445.85,9.0,4012.65,722.28,Paytm,2.5,2023-10-16,22:15:15,Monday
8730,DHA_31,Dhanbad,Female,Clothing,83.04,,581.28,104.63,Amazon Pay,2.9,2025-01-09,00:49:08,Thursday
8731,JAB_38,Jabalpur,Male,Pet Supplies,977.05,9.0,8793.45,1582.82,Credit Card,4.0,2025-01-27,13:29:40,Monday
8732,BAN_04,,Female,Snacks,970.9,5.0,4854.5,,Mobikwik,1.4,2024-07-27,05:27:14,Saturday
8733,VAS_27,Vasai,Male,Snacks,647.58,6.0,3885.48,699.39,Mobikwik,3.8,2024-11-17,20:31:16,Sunday
8734,THA_14,Thane,Female,Personal Care,773.83,2.0,1547.66,278.58,PhonePe,2.3,2024-01-15,21:53:31,Monday
8735,BAN_04,Bangalore,Female,Clothing,115.33,9.0,1037.97,186.83,Credit Card,4.9,2024-01-06,02:10:41,Saturday
8736,AMR_32,Amritsar,Female,Household Items,243.08,4.0,972.32,175.02,Debit Card,4.3,2024-03-24,08:37:02,Sunday
8737,RAI_43,Raipur,Female,Snacks,1964.4,28.0,327.4,58.93,PhonePe,3.2,2024-06-28,08:59:08,Friday
8738,BAN_04,Bangalore,Female,Dairy Products,793.92,1.0,793.92,142.91,Amazon Pay,4.3,2024-10-17,23:30:00,Thursday
8739,CHA_45,Chandigarh,Female,Home Decor,700.75,8.0,5606.0,1009.08,Google Pay,,2024-11-29,19:07:52,Friday
8740,PUN_07,Pune,Male,Pet Supplies,109.09,6.0,654.54,117.82,Credit Card,4.7,2023-09-01,19:53:25,Friday
8741,MUM_01,Mumbai,Female,Sports Equipment,306.22,1.0,306.22,55.12,Mobikwik,1.2,2023-11-13,12:59:35,Monday
8742,GUW_44,Guwahati,Male,Dairy Products,76.43,5.0,382.15,68.79,Paytm,2.7,2025-03-24,19:13:21,Monday
8743,GHA_19,Ghaziabad,Female,Home Decor,321.9,1.0,321.9,57.94,Cash,4.4,2024-09-27,05:01:43,Friday
8744,BAN_04,Bangalore,Female,Bakery,534.85,8.0,4278.8,770.18,Paytm,2.0,2024-10-06,12:21:31,Sunday
8745,NOI_40,Noida,Female,Snacks,151.16,1.0,151.16,27.21,Amazon Pay,3.4,2023-11-12,00:19:44,
8746,KAN_11,Kanpur,Female,Baby Products,276.33,8.0,2210.64,,Mobikwik,3.7,2025-03-15,02:58:22,Saturday
8747,GUW_44,Guwahati,Female,Bakery,717.0,10.0,7170.0,1290.6,PhonePe,3.2,2024-11-10,06:13:38,Sunday
8748,NAG_12,Nagpur,,Bakery,674.38,1.0,674.38,121.39,PhonePe,4.0,2024-03-20,,
8749,AMR_32,Amritsar,Female,Sports Equipment,23.16,3.0,69.48,12.51,Amazon Pay,2.0,2023-08-03,,Thursday
8750,THA_14,Thane,Female,Household Items,,6.0,5902.2,1062.4,Amazon Pay,,2024-06-29,21:46:54,Saturday
8751,AHM_06,Ahmedabad,Female,Health & Wellness,141.87,3.0,425.61,76.61,Debit Card,4.4,2024-07-10,04:45:02,Wednesday
8752,JAI_08,Jaipur,Female,Snacks,53.66,4.0,214.64,38.64,Amazon Pay,1.8,2023-10-12,18:12:09,Thursday
8753,JAI_08,Jaipur,Male,Home Decor,,2.0,1454.66,261.84,Paytm,1.8,2025-06-24,,
8754,HOW_36,Howrah,Male,Personal Care,,2.0,1632.56,293.86,Debit Card,4.3,2023-11-27,22:28:17,Monday
8755,PAT_17,Patna,Male,Health & Wellness,688.65,9.0,6197.85,1115.61,Cash,3.7,,17:26:52,Saturday
8756,FAR_23,Faridabad,Male,Home Decor,132.5,,662.5,119.25,Google Pay,2.2,2025-03-18,05:11:35,Tuesday
8757,KOL_02,Kolkata,Female,Pet Supplies,212.28,5.0,1061.4,191.05,Mobikwik,4.3,2023-09-11,09:20:34,
8758,JAI_08,Jaipur,Male,Beverages,960.6,2.0,1921.2,345.82,Mobikwik,3.3,2025-03-11,04:05:51,Tuesday
8759,SUR_09,,Male,Beverages,399.32,1.0,399.32,71.88,Paytm,2.4,2024-05-02,01:51:16,Thursday
8760,,Surat,Female,Electronics,311.76,2.0,623.52,112.23,Paytm,1.3,2025-02-08,04:46:45,
8761,HYD_05,Hyderabad,Male,Personal Care,254.01,1.0,,45.72,Amazon Pay,3.5,2025-07-19,22:16:05,Saturday
8762,HUB_47,Hubli–Dharwad,,Sports Equipment,771.86,4.0,3087.44,555.74,Amazon Pay,3.4,2024-04-04,15:08:42,Thursday
8763,COI_37,Coimbatore,Male,Personal Care,388.22,8.0,,559.04,Cash,2.1,2024-03-13,20:04:22,Wednesday
8764,GHA_19,Ghaziabad,Female,Sports Equipment,194.36,1.0,194.36,34.98,Cash,4.2,2024-09-02,09:16:25,Monday
8765,ALL_34,Allahabad,Male,Household Items,359.18,5.0,1795.9,323.26,Amazon Pay,3.3,2025-07-01,20:13:37,Tuesday
8766,NAV_33,Navi Mumbai,Female,Fruits & Vegetables,475.22,3.0,1425.66,256.62,Paytm,2.0,2024-11-28,16:57:52,Thursday
8767,GUW_44,,,Sports Equipment,521.33,10.0,5213.3,938.39,Google Pay,4.7,2023-10-29,03:57:30,Sunday
8768,GHA_19,Ghaziabad,Female,Clothing,777.17,9.0,6994.53,1259.02,Credit Card,2.7,2025-07-04,05:24:25,Friday
8769,AUR_30,Aurangabad,Female,Baby Products,3940.92,28.0,656.82,118.23,Mobikwik,1.3,2024-07-14,01:55:18,Sunday
8770,DEL_00,Delhi,Male,Health & Wellness,760.16,5.0,3800.8,684.14,Debit Card,4.6,2024-12-13,16:30:44,Friday
8771,ALL_34,Allahabad,Female,Bakery,258.25,6.0,1549.5,278.91,Cash,1.5,2025-06-20,22:27:15,Friday
8772,NAG_12,Nagpur,Male,Dairy Products,153.92,4.0,615.68,110.82,Amazon Pay,2.8,,23:19:18,Friday
8773,JOD_41,Jodhpur,Male,Beverages,993.55,3.0,,536.52,Credit Card,2.3,2025-05-31,07:29:56,Saturday
8774,MAD_42,Madurai,Male,Fruits & Vegetables,749.31,7.0,5245.17,944.13,Google Pay,3.9,2023-10-19,05:53:17,Thursday
8775,PUN_07,Pune,Male,,159.87,1.0,159.87,28.78,Amazon Pay,,2024-03-19,11:56:23,Tuesday
8776,DEL_00,Delhi,Female,Personal Care,219.95,4.0,879.8,158.36,,3.0,2024-03-15,07:27:07,Friday
8777,AUR_30,Aurangabad,Female,Snacks,720.97,6.0,4325.82,778.65,Cash,2.2,2024-11-28,13:14:21,Thursday
8778,NAS_22,Nashik,Male,Electronics,,8.0,7370.24,1326.64,Google Pay,1.8,2024-06-19,04:03:43,Wednesday
8779,VAR_28,Varanasi,Female,Fruits & Vegetables,175.86,2.0,351.72,63.31,Google Pay,1.5,2024-10-27,13:42:32,Sunday
8780,JOD_41,Jodhpur,Male,Frozen Foods,448.89,7.0,3142.23,565.6,Amazon Pay,4.1,2024-08-29,18:39:39,Thursday
8781,LUD_20,Ludhiana,Male,Fruits & Vegetables,999.28,,1998.56,359.74,Google Pay,4.7,2025-01-16,07:09:05,Thursday
8782,ALL_34,Allahabad,Female,Fruits & Vegetables,572.91,1.0,572.91,103.12,Amazon Pay,5.0,2024-11-16,23:08:30,Saturday
8783,GWA_39,Gwalior,Male,Sports Equipment,135.29,10.0,1352.9,243.52,Google Pay,3.4,2025-03-26,12:30:51,
8784,,Chandigarh,Female,Fruits & Vegetables,538.33,5.0,2691.65,484.5,Mobikwik,2.9,2024-05-20,17:49:00,Monday
8785,DEL_00,Delhi,Male,Personal Care,697.16,6.0,4182.96,752.93,Mobikwik,2.8,2025-01-29,01:07:29,Wednesday
8786,GHA_19,Ghaziabad,Female,Beverages,760.72,4.0,3042.88,547.72,Credit Card,2.2,2024-12-25,13:32:17,Wednesday
8787,NAS_22,Nashik,Female,Stationery,970.08,1.0,970.08,174.61,Google Pay,3.9,2024-10-05,12:52:22,Saturday
8788,DEL_00,Delhi,Male,Dairy Products,188.77,10.0,1887.7,339.79,,4.9,2025-03-31,18:17:16,Monday
8789,SUR_09,Surat,Male,Beverages,194.7,10.0,1947.0,350.46,Paytm,4.7,2024-11-23,07:31:37,Saturday
8790,CHE_03,Chennai,Female,Pet Supplies,207.48,6.0,1244.88,224.08,Credit Card,4.6,2023-09-17,06:14:38,Sunday
8791,DHA_31,Dhanbad,Male,Dairy Products,629.71,3.0,1889.13,340.04,Cash,3.8,2025-01-27,14:14:00,Monday
8792,MAD_42,Madurai,,Home Decor,266.18,7.0,1863.26,335.39,Cash,2.3,2023-12-24,17:12:25,Sunday
8793,CHE_03,Chennai,Male,Snacks,127.82,6.0,766.92,138.05,Amazon Pay,4.5,2024-07-13,19:59:38,Saturday
8794,FAR_23,Faridabad,Male,Frozen Foods,773.79,7.0,,974.98,Google Pay,4.0,2023-10-15,09:16:46,Sunday
8795,NAG_12,Nagpur,Female,Bakery,464.71,9.0,4182.39,752.83,Google Pay,2.6,2024-08-25,09:37:22,
8796,GWA_39,Gwalior,Female,Dairy Products,2386.56,14.0,198.88,35.8,Cash,1.4,2024-05-16,18:51:41,Thursday
8797,KAL_26,Kalyan,Male,Health & Wellness,61.45,9.0,553.05,99.55,Mobikwik,4.3,2024-07-27,18:05:36,Saturday
8798,MEE_24,Meerut,Male,Baby Products,716.54,1.0,716.54,128.98,Cash,4.6,2025-07-04,03:15:54,Friday
8799,NAV_33,Navi Mumbai,Female,Snacks,447.21,2.0,894.42,161.0,Amazon Pay,,2025-04-20,13:59:26,Sunday
8800,NAV_33,Navi Mumbai,Male,Snacks,186.15,4.0,744.6,134.03,Amazon Pay,2.6,2023-09-30,18:43:44,Saturday
8801,RAI_43,Raipur,Male,Household Items,989.65,7.0,6927.55,1246.96,Debit Card,3.4,2023-09-30,00:40:10,Saturday
8802,AMR_32,Amritsar,Male,Fruits & Vegetables,20.42,9.0,183.78,33.08,Paytm,4.4,2024-12-24,04:09:55,Tuesday
8803,RAJ_25,Rajkot,Male,Baby Products,689.55,3.0,2068.65,372.36,Amazon Pay,1.9,2024-03-18,20:05:33,Monday
8804,GWA_39,Gwalior,Female,Stationery,114.34,7.0,800.38,144.07,PhonePe,3.6,2023-09-22,04:31:10,Friday
8805,VAR_28,Varanasi,Female,Electronics,89.94,4.0,359.76,64.76,PhonePe,1.5,2024-06-16,,Sunday
8806,GUW_44,,Male,Beverages,764.92,5.0,3824.6,688.43,Amazon Pay,1.1,2025-05-11,11:46:01,Sunday
8807,KAL_26,Kalyan,Male,Household Items,196.95,1.0,196.95,35.45,Cash,4.8,2023-10-01,06:16:47,Sunday
8808,AUR_30,Aurangabad,Male,Personal Care,751.57,8.0,6012.56,1082.26,PhonePe,3.8,2025-05-31,10:16:31,Saturday
8809,ALL_34,Allahabad,Male,Home Decor,752.41,2.0,1504.82,270.87,Google Pay,,2024-01-11,18:28:51,Thursday
8810,MEE_24,Meerut,Male,Home Decor,,2.0,229.82,41.37,Paytm,3.3,,10:22:41,Wednesday
8811,AUR_30,Aurangabad,Female,Beverages,373.92,7.0,2617.44,471.14,PhonePe,2.6,2023-10-16,06:30:32,Monday
8812,RAI_43,Raipur,Female,Bakery,454.25,8.0,3634.0,654.12,Cash,3.0,2025-07-05,03:15:36,Saturday
8813,BHO_15,Bhopal,Female,Bakery,623.68,10.0,6236.8,1122.62,Mobikwik,4.4,2025-05-04,05:35:38,Sunday
8814,SRI_29,Srinagar,Female,Clothing,108.64,8.0,869.12,156.44,Credit Card,3.7,2024-12-26,01:32:28,Thursday
8815,PAT_17,Patna,Female,Frozen Foods,995.93,6.0,5975.58,1075.6,Amazon Pay,,2024-05-31,05:21:41,Friday
8816,NAV_33,Navi Mumbai,Male,Frozen Foods,750.13,10.0,7501.3,1350.23,PhonePe,4.9,2025-04-14,18:48:50,Monday
8817,IND_13,Indore,Male,Dairy Products,201.27,8.0,1610.16,289.83,Google Pay,2.5,2024-05-26,12:57:09,Sunday
8818,AHM_06,Ahmedabad,Male,Snacks,117.42,3.0,352.26,63.41,Amazon Pay,2.0,2023-09-05,07:04:13,Tuesday
8819,MUM_01,Mumbai,Male,Frozen Foods,610.9,7.0,4276.3,769.73,Cash,1.8,2024-10-17,01:37:21,Thursday
8820,NAV_33,Navi Mumbai,Female,Dairy Products,851.44,6.0,5108.64,919.56,Cash,3.1,2025-01-11,09:55:32,
8821,,Howrah,Female,Health & Wellness,860.39,5.0,4301.95,774.35,Google Pay,4.4,2025-06-18,16:58:07,Wednesday
8822,CHA_45,Chandigarh,,Stationery,261.21,,783.63,141.05,Credit Card,4.0,2023-08-07,11:34:27,Monday
8823,VAS_27,Vasai,Female,Dairy Products,916.9,9.0,8252.1,1485.38,Debit Card,1.2,2025-06-01,09:46:03,Sunday
8824,AMR_32,Amritsar,Female,Sports Equipment,720.97,9.0,6488.73,1167.97,Google Pay,3.3,2024-01-02,13:50:50,Tuesday
8825,JAI_08,Jaipur,Female,Dairy Products,268.7,6.0,,290.2,Cash,4.4,2023-07-26,15:12:51,Wednesday
8826,AUR_30,Aurangabad,Male,Bakery,535.01,4.0,2140.04,385.21,Paytm,3.2,2024-01-05,03:00:53,Friday
8827,SOL_46,Solapur,Male,Bakery,525.51,2.0,1051.02,189.18,Paytm,3.8,2024-09-03,16:52:55,Tuesday
8828,KOL_02,Kolkata,Female,Health & Wellness,,3.0,1922.76,346.1,Cash,3.1,2023-08-15,07:45:52,Tuesday
8829,PUN_07,Pune,Female,Pet Supplies,716.52,6.0,4299.12,773.84,Google Pay,4.3,2024-07-23,17:49:50,Tuesday
8830,MEE_24,Meerut,Male,Beverages,675.1,10.0,6751.0,1215.18,Debit Card,4.8,2024-04-19,04:33:21,Friday
8831,HUB_47,Hubli–Dharwad,Male,Clothing,30.47,7.0,213.29,38.39,Mobikwik,2.8,2024-01-07,08:41:31,Sunday
8832,,Rajkot,Female,Household Items,635.55,8.0,5084.4,915.19,Mobikwik,1.6,2023-11-01,02:40:48,Wednesday
8833,AMR_32,Amritsar,Female,Sports Equipment,900.31,10.0,9003.1,1620.56,,4.4,2023-12-22,17:14:37,Friday
8834,HOW_36,Howrah,Female,Baby Products,398.93,10.0,3989.3,718.07,Paytm,4.8,2024-11-23,20:49:54,
8835,AGR_21,Agra,Male,Baby Products,163.68,10.0,1636.8,294.62,Mobikwik,,2025-03-12,05:00:02,Wednesday
8836,MAD_42,Madurai,Male,Dairy Products,,10.0,9499.6,1709.93,Paytm,1.9,2024-08-06,05:24:51,Tuesday
8837,GWA_39,Gwalior,Male,Dairy Products,302.73,10.0,3027.3,544.91,Cash,1.9,2025-05-27,07:06:59,Tuesday
8838,ALL_34,Allahabad,Male,Home Decor,477.75,,955.5,171.99,Amazon Pay,2.3,2025-03-16,16:52:10,Sunday
8839,HYD_05,Hyderabad,Female,Beverages,22.26,9.0,200.34,,Amazon Pay,,2024-11-23,05:18:45,Saturday
8840,MAD_42,Madurai,Female,Frozen Foods,516.89,8.0,,744.32,Credit Card,1.1,2023-12-29,07:45:58,Friday
8841,GWA_39,Gwalior,Male,Beverages,484.09,2.0,968.18,174.27,PhonePe,2.9,2025-07-07,17:43:56,Monday
8842,VAR_28,Varanasi,Male,Stationery,423.99,8.0,3391.92,610.55,Credit Card,2.0,2024-08-13,16:27:24,Tuesday
8843,RAI_43,Raipur,Male,Bakery,953.76,4.0,3815.04,686.71,PhonePe,4.2,2024-10-12,03:00:14,Saturday
8844,MUM_01,Mumbai,Male,Electronics,759.49,8.0,,1093.67,Amazon Pay,1.3,2024-02-27,02:36:52,
8845,AUR_30,Aurangabad,Female,Personal Care,50.69,3.0,152.07,27.37,Credit Card,1.1,2023-10-21,14:37:56,Saturday
8846,FAR_23,Faridabad,Male,Baby Products,428.19,9.0,3853.71,693.67,Paytm,4.6,2025-03-27,14:15:46,Thursday
8847,PAT_17,Patna,Male,Pet Supplies,232.02,5.0,1160.1,208.82,PhonePe,2.4,2024-03-23,10:15:45,Saturday
8848,NAV_33,Navi Mumbai,Male,Electronics,53.53,8.0,428.24,77.08,Debit Card,1.8,2024-04-06,10:30:39,Saturday
8849,AMR_32,Amritsar,Female,Frozen Foods,681.72,5.0,3408.6,613.55,Credit Card,1.7,2025-07-17,20:10:24,Thursday
8850,GHA_19,Ghaziabad,Male,Personal Care,6043.56,140.0,5036.3,906.53,Debit Card,,2023-10-27,00:48:49,Friday
8851,KAL_26,Kalyan,Male,Stationery,533.72,4.0,2134.88,384.28,Cash,,2024-09-06,18:43:05,Friday
8852,AGR_21,Agra,Female,Dairy Products,865.27,4.0,3461.08,622.99,Paytm,3.5,2025-06-20,00:51:35,Friday
8853,ALL_34,Allahabad,Male,Household Items,277.49,5.0,1387.45,249.74,Debit Card,1.1,2025-02-02,00:21:52,Sunday
8854,FAR_23,Faridabad,Male,Stationery,291.99,10.0,2919.9,525.58,Debit Card,3.6,2025-07-07,,Monday
8855,HYD_05,Hyderabad,Female,Snacks,669.58,6.0,4017.48,723.15,Debit Card,3.0,2024-09-30,02:35:33,Monday
8856,MAD_42,Madurai,Male,Household Items,2382.36,14.0,198.53,35.74,Cash,2.3,2025-02-07,14:02:04,Friday
8857,HYD_05,Hyderabad,Female,,952.21,2.0,1904.42,342.8,Google Pay,2.8,2025-06-16,,Monday
8858,VIS_16,Visakhapatnam,Female,Electronics,669.02,1.0,669.02,120.42,Mobikwik,2.3,2024-07-03,22:31:03,Wednesday
8859,CHA_45,Chandigarh,Female,Stationery,499.93,3.0,1499.79,269.96,Paytm,3.8,2024-06-24,20:15:06,Monday
8860,,Vadodara,Female,,837.96,7.0,5865.72,1055.83,Debit Card,1.9,2023-10-08,17:49:50,Sunday
8861,KAN_11,Kanpur,Female,Baby Products,567.42,5.0,2837.1,510.68,Paytm,,2024-03-11,21:29:35,Monday
8862,CHE_03,Chennai,Female,Electronics,,9.0,4704.75,846.86,Cash,3.9,2025-06-05,07:56:30,Thursday
8863,DHA_31,Dhanbad,Male,Beverages,439.47,,3955.23,711.94,Debit Card,3.2,2024-03-12,07:27:43,Tuesday
8864,MAD_42,Madurai,Male,Household Items,966.5,5.0,4832.5,869.85,Mobikwik,2.7,2025-04-16,06:32:36,Wednesday
8865,LUD_20,Ludhiana,Male,Health & Wellness,487.46,3.0,1462.38,263.23,,4.5,2024-02-20,22:03:43,Tuesday
8866,HOW_36,Howrah,Male,Frozen Foods,143.68,7.0,,181.04,Amazon Pay,2.0,2024-09-18,05:04:35,Wednesday
8867,BAN_04,Bangalore,Male,Electronics,339.42,2.0,678.84,122.19,Paytm,3.9,2024-08-10,20:12:10,Saturday
8868,VIS_16,Visakhapatnam,Female,Fruits & Vegetables,946.64,8.0,7573.12,1363.16,Debit Card,3.9,2023-10-21,19:19:03,Saturday
8869,LUD_20,Ludhiana,Female,Bakery,,8.0,6009.6,1081.73,Debit Card,3.1,2024-04-02,11:04:19,Tuesday
8870,SRI_29,Srinagar,Female,Bakery,514.19,2.0,1028.38,185.11,Paytm,3.2,2024-04-26,11:24:51,Friday
8871,HUB_47,Hubli–Dharwad,Female,Electronics,398.53,,797.06,143.47,PhonePe,1.9,2024-09-19,09:16:04,Thursday
8872,SRI_29,Srinagar,Male,Snacks,10643.16,98.0,6208.51,,Debit Card,4.0,2024-03-18,01:36:53,Monday
8873,JAB_38,Jabalpur,Female,Stationery,847.26,6.0,5083.56,915.04,Amazon Pay,4.0,2023-10-24,06:16:23,Tuesday
8874,LUC_10,Lucknow,Female,Stationery,460.16,3.0,1380.48,248.49,Google Pay,4.0,2024-03-09,06:33:35,Saturday
8875,JOD_41,Jodhpur,Female,Sports Equipment,750.57,3.0,2251.71,405.31,PhonePe,2.5,2025-01-01,16:17:06,Wednesday
8876,VAS_27,Vasai,Female,Snacks,955.58,6.0,5733.48,1032.03,Google Pay,3.7,2023-12-30,05:04:18,Saturday
8877,RAJ_25,Rajkot,Female,Stationery,4433.64,,2955.76,532.04,Cash,1.5,2024-09-30,07:22:29,Monday
8878,NOI_40,Noida,Male,Bakery,330.35,10.0,3303.5,594.63,,4.7,2024-12-29,16:09:09,Sunday
8879,RAN_35,Ranchi,Male,Beverages,444.18,2.0,,159.9,Mobikwik,4.7,2023-07-21,13:06:36,Friday
8880,KAL_26,Kalyan,Female,,422.67,7.0,2958.69,532.56,Credit Card,1.6,2024-03-19,15:34:05,Tuesday
8881,MAD_42,Madurai,Female,Home Decor,575.64,7.0,,725.31,Paytm,2.9,2023-08-22,21:40:48,Tuesday
8882,DEL_00,Delhi,Male,Beverages,347.5,5.0,1737.5,312.75,Paytm,2.3,2025-07-12,,Saturday
8883,DEL_00,,Male,Snacks,661.78,6.0,3970.68,714.72,Amazon Pay,2.4,2025-03-22,16:10:27,Saturday
8884,LUC_10,Lucknow,Male,Pet Supplies,972.56,10.0,9725.6,1750.61,Google Pay,3.2,2025-02-06,15:30:14,Thursday
8885,SRI_29,Srinagar,Male,Frozen Foods,76.46,4.0,305.84,55.05,Mobikwik,4.7,2024-02-29,,Thursday
8886,GWA_39,Gwalior,,Baby Products,285.24,9.0,2567.16,462.09,PhonePe,4.4,2024-07-27,,Saturday
8887,PUN_07,Pune,Female,Home Decor,70.03,10.0,700.3,126.05,Amazon Pay,4.7,2024-06-08,16:36:35,Saturday
8888,DHA_31,Dhanbad,Male,Electronics,368.54,7.0,2579.78,464.36,PhonePe,1.6,2024-07-29,03:22:39,Monday
8889,ALL_34,Allahabad,Female,,688.99,3.0,2066.97,372.05,Debit Card,4.6,2025-05-30,18:57:00,Friday
8890,BAN_04,Bangalore,Male,Bakery,254.18,1.0,254.18,45.75,Paytm,1.6,2023-09-13,05:44:02,Wednesday
8891,DHA_31,Dhanbad,Female,Dairy Products,105.97,7.0,741.79,133.52,Debit Card,2.7,2024-08-14,19:20:04,
8892,NAV_33,Navi Mumbai,Male,Household Items,763.3,9.0,,1236.55,Google Pay,5.0,2024-03-18,02:53:20,Monday
8893,HOW_36,Howrah,Male,Snacks,25.97,7.0,181.79,32.72,Mobikwik,1.1,2024-09-11,13:04:51,Wednesday
8894,PAT_17,Patna,Male,Household Items,284.31,2.0,568.62,102.35,Google Pay,3.2,,21:13:45,Monday
8895,CHA_45,Chandigarh,Male,Household Items,530.19,9.0,4771.71,858.91,Debit Card,2.7,2024-12-14,23:30:44,Saturday
8896,NAS_22,Nashik,Female,Personal Care,686.15,4.0,2744.6,494.03,Amazon Pay,2.2,2024-08-17,19:43:32,Saturday
8897,IND_13,Indore,Male,Pet Supplies,620.85,6.0,3725.1,670.52,Cash,2.0,2024-12-16,19:35:53,Monday
8898,NAS_22,Nashik,Female,Electronics,820.63,6.0,4923.78,886.28,Credit Card,3.1,2025-03-26,18:44:42,Wednesday
8899,NAV_33,Navi Mumbai,Female,Personal Care,211.95,10.0,2119.5,,Debit Card,2.1,2024-08-25,04:36:49,Sunday
8900,IND_13,Indore,,Home Decor,646.91,,2587.64,465.78,Cash,3.9,2025-04-10,02:47:49,Thursday
8901,LUD_20,Ludhiana,Female,Clothing,340.01,3.0,1020.03,183.61,Amazon Pay,4.9,2024-09-26,07:14:38,Thursday
8902,LUC_10,,Male,Pet Supplies,274.63,10.0,2746.3,494.33,Amazon Pay,2.6,2024-10-20,01:21:15,Sunday
8903,NAV_33,Navi Mumbai,Female,Beverages,496.05,6.0,2976.3,535.73,,2.6,2024-11-09,00:08:37,Saturday
8904,JOD_41,,Male,Beverages,869.5,8.0,6956.0,1252.08,PhonePe,2.6,2023-08-02,23:59:42,Wednesday
8905,DHA_31,Dhanbad,Male,Health & Wellness,171.38,7.0,1199.66,215.94,Cash,3.4,2023-10-30,09:10:51,Monday
8906,LUC_10,Lucknow,Male,Electronics,887.34,6.0,5324.04,958.33,Credit Card,4.0,2023-11-21,04:48:18,Tuesday
8907,GWA_39,Gwalior,Male,Stationery,133.26,4.0,533.04,95.95,Google Pay,4.4,2023-11-16,08:27:03,Thursday
8908,AMR_32,Amritsar,Male,Personal Care,657.16,10.0,6571.6,1182.89,Credit Card,2.6,2025-03-15,12:47:17,Saturday
8909,PAT_17,Patna,Female,Dairy Products,931.33,3.0,2793.99,502.92,Amazon Pay,,2024-07-10,21:15:05,Wednesday
8910,PUN_07,Pune,Female,Household Items,550.87,7.0,3856.09,694.1,Cash,1.8,2023-12-16,15:40:51,Saturday
